iter	Passed	Remaining
401	16890	25125
402	16931	25081
403	16971	25037
404	17007	24986
405	17052	24948
406	17096	24909
407	17151	24885
408	17194	24845
409	17236	24803
410	17278	24762
411	17320	24719
412	17375	24695
413	17416	24653
414	17457	24608
415	17497	24563
416	17535	24516
417	17576	24472
418	17624	24439
419	17667	24398
420	17709	24355
421	17752	24314
422	17790	24267
423	17833	24226
424	17890	24204
425	17929	24158
426	17967	24110
427	18006	24064
428	18040	24012
429	18077	23962
430	18126	23930
431	18165	23884
432	18203	23836
433	18242	23790
434	18280	23743
435	18319	23698
436	18367	23663
437	18406	23617
438	18450	23577
439	18492	23535
440	18532	23491
441	18576	23451
442	18627	23420
443	18664	23372
444	18702	23325
445	18740	23278
446	18781	23235
447	18825	23195
448	18880	23169
449	18917	23121
450	18956	23075
451	18996	23031
452	19036	22986
453	19075	22940
454	19115	22896
455	19156	22853
456	19197	22809
457	19236	22764
458	19276	22719
459	19316	22675
460	19362	22638
461	19403	22595
462	19449	22557
463	19491	22515
464	19532	22472
465	19576	22433
466	19637	22412
467	19708	22403
468	19758	22370
469	19796	22323
470	19840	22283
471	19889	22249
472	19929	22204
473	19967	22158
474	20006	22112
475	20045	22066
476	20089	22026
477	20139	21993
478	20176	21945
479	20218	21903
480	20260	21860
481	20322	21839
482	20387	21823
483	20432	21782
484	20473	21740
485	20517	21699
486	20559	21656
487	20603	21616
488	20645	21574
489	20686	21531
490	20728	21488
491	20768	21443
492	20818	21410
493	20880	21387
494	20924	21346
495	20959	21297
496	20999	21253
497	21051	21220
498	21102	21186
499	21145	21145
500	21185	21101
501	21223	21053
502	21261	21008
503	21303	20965
504	21348	20925
505	21393	20886
506	21433	20841
507	21471	20794
508	21511	20751
509	21556	20710
510	21603	20673
511	21643	20628
512	21681	20583
513	21720	20537
514	21765	20497
515	21806	20454
516	21857	20419
517	21897	20375
518	21936	20330
519	21975	20285
520	22015	20240
521	22052	20193
522	22094	20151
523	22147	20119
524	22206	20091
525	22246	20047
526	22283	20000
527	22317	19950
528	22370	19917
529	22411	19874
530	22455	19833
531	22498	19791
532	22541	19750
533	22579	19704
534	22628	19667
535	22667	19622
536	22704	19575
537	22744	19531
538	22779	19483
539	22820	19439
540	22873	19406
541	22911	19360
542	22951	19316
543	22992	19272
544	23031	19227
545	23071	19183
546	23127	19152
547	23166	19108
548	23205	19063
549	23249	19022
550	23293	18981
551	23336	18939
552	23372	18892
553	23412	18847
554	23449	18802
555	23510	18774
556	23549	18729
557	23598	18692
558	23637	18647
559	23676	18602
560	23725	18565
561	23782	18535
562	23860	18520
563	23907	18481
564	23961	18447
565	24002	18404
566	24046	18363
567	24089	18321
568	24140	18285
569	24182	18242
570	24223	18199
571	24262	18154
572	24301	18109
573	24347	18069
574	24386	18024
575	24418	17975
576	24459	17931
577	24501	17888
578	24538	17842
579	24591	17807
580	24642	17771
581	24695	17736
582	24748	17701
583	24791	17659
584	24852	17630
585	24896	17589
586	24939	17546
587	24979	17502
588	25018	17458
589	25066	17419
590	25117	17382
591	25158	17338
592	25196	17293
593	25237	17249
594	25276	17204
595	25317	17161
596	25381	17133
597	25420	17088
598	25464	17046
599	25501	17000
600	25541	16957
601	25587	16916
602	25637	16878
603	25684	16839
604	25733	16800
605	25773	16756
606	25819	16716
607	25864	16675
608	25902	16630
609	25945	16588
610	25985	16544
611	26026	16500
612	26067	16456
613	26114	16417
614	26152	16372
615	26186	16324
616	26231	16283
617	26270	16238
618	26309	16194
619	26359	16155
620	26399	16111
621	26438	16067
622	26478	16023
623	26517	15978
624	26550	15930
625	26597	15890
626	26637	15846
627	26675	15801
628	26715	15757
629	26753	15712
630	26794	15669
631	26845	15631
632	26885	15587
633	26921	15541
634	26961	15497
635	26999	15452
636	27038	15408
637	27092	15372
638	27132	15328
639	27172	15284
640	27213	15241
641	27250	15196
642	27290	15152
643	27343	15115
644	27381	15070
645	27419	15025
646	27460	14982
647	27498	14937
648	27537	14893
649	27584	14853
650	27618	14806
651	27656	14761
652	27697	14718
653	27737	14674
654	27776	14630
655	27830	14594
656	27871	14550
657	27911	14507
658	27952	14463
659	27992	14420
660	28035	14378
661	28083	14338
662	28123	14295
663	28163	14251
664	28204	14208
665	28243	14163
666	28286	14122
667	28335	14082
668	28375	14039
669	28418	13997
670	28474	13961
671	28517	13919
672	28561	13877
673	28619	13842
674	28659	13799
675	28694	13753
676	28734	13709
677	28771	13664
678	28830	13629
679	28873	13587
680	28914	13544
681	28960	13503
682	29000	13460
683	29046	13419
684	29095	13379
685	29138	13337
686	29180	13294
687	29215	13248
688	29250	13202
689	29289	13159
690	29338	13119
691	29380	13076
692	29419	13033
693	29459	12989
694	29502	12946
695	29542	12903
696	29593	12864
697	29637	12823
698	29677	12779
699	29717	12735
700	29761	12694
701	29820	12658
702	29863	12616
703	29902	12572
704	29942	12529
705	29983	12486
706	30022	12442
707	30066	12400
708	30110	12358
709	30157	12317
710	30200	12275
711	30241	12232
712	30288	12191
713	30340	12153
714	30381	12110
715	30422	12067
716	30463	12023
717	30509	11982
718	30549	11939
719	30597	11899
720	30636	11855
721	30676	11811
722	30718	11769
723	30757	11725
724	30799	11682
725	30872	11651
726	30921	11611
727	30992	11579
728	31052	11543
729	31113	11507
730	31170	11470
731	31222	11431
732	31261	11387
733	31300	11343
734	31347	11302
735	31380	11255
736	31418	11211
737	31468	11171
738	31519	11132
739	31577	11094
740	31615	11050
741	31655	11006
742	31695	10963
743	31732	10918
744	31773	10875
745	31830	10837
746	31871	10794
747	31921	10754
748	31970	10713
749	32014	10671
750	32062	10630
751	32111	10590
752	32159	10549
753	32205	10507
754	32245	10463
755	32287	10420
756	32339	10381
757	32383	10338
758	32423	10295
759	32464	10252
760	32509	10209
761	32550	10166
762	32600	10126
763	32639	10082
764	32678	10038
765	32717	9994
766	32758	9951
767	32817	9913
768	32858	9870
769	32898	9826
770	32932	9781
771	32973	9738
772	33010	9693
773	33074	9657
774	33114	9613
775	33156	9571
776	33198	9528
777	33236	9484
778	33276	9440
779	33330	9400
780	33372	9357
781	33411	9314
782	33451	9270
783	33490	9226
784	33530	9183
785	33575	9141
786	33618	9098
787	33656	9054
788	33697	9011
789	33740	8968
790	33785	8926
791	33840	8887
792	33877	8843
793	33915	8799
794	33954	8755
795	33992	8711
796	34034	8668
797	34088	8628
798	34127	8585
799	34164	8541
800	34206	8498
801	34248	8455
802	34287	8411
803	34335	8370
804	34374	8326
805	34413	8283
806	34453	8239
807	34492	8196
808	34529	8152
809	34575	8110
810	34613	8066
811	34653	8023
812	34693	7979
813	34730	7935
814	34772	7893
815	34825	7852
816	34867	7809
817	34929	7771
818	34988	7732
819	35044	7692
820	35086	7649
821	35125	7606
822	35166	7563
823	35207	7520
824	35245	7476
825	35286	7433
826	35332	7391
827	35370	7347
828	35408	7303
829	35447	7260
830	35488	7217
831	35528	7173
832	35574	7132
833	35612	7088
834	35652	7045
835	35695	7002
836	35733	6958
837	35779	6916
838	35828	6875
839	35870	6832
840	35915	6790
841	35955	6747
842	35995	6703
843	36034	6660
844	36085	6619
845	36122	6575
846	36159	6531
847	36200	6488
848	36238	6445
849	36278	6402
850	36327	6360
851	36365	6317
852	36405	6273
853	36445	6230
854	36485	6187
855	36518	6143
856	36566	6101
857	36604	6058
858	36642	6014
859	36681	5971
860	36718	5927
861	36759	5884
862	36810	5843
863	36852	5800
864	36892	5757
865	36933	5714
866	36973	5671
867	37014	5628
868	37062	5587
869	37103	5544
870	37142	5501
871	37181	5457
872	37218	5414
873	37260	5371
874	37309	5329
875	37348	5286
876	37387	5243
877	37427	5200
878	37468	5157
879	37507	5114
880	37552	5072
881	37590	5029
882	37629	4986
883	37668	4942
884	37704	4899
885	37745	4856
886	37792	4814
887	37833	4771
888	37873	4728
889	37912	4685
890	37953	4642
891	37994	4600
892	38038	4557
893	38082	4515
894	38123	4472
895	38164	4429
896	38203	4386
897	38240	4343
898	38279	4300
899	38330	4258
900	38371	4216
901	38411	4173
902	38451	4130
903	38492	4087
904	38532	4044
905	38577	4002
906	38615	3959
907	38654	3916
908	38694	3873
909	38735	3831
910	38777	3788
911	38825	3746
912	38864	3703
913	38904	3660
914	38942	3617
915	38982	3574
916	39023	3532
917	39071	3490
918	39111	3447
919	39148	3404
920	39188	3361
921	39224	3318
922	39261	3275
923	39306	3232
924	39342	3189
925	39380	3147
926	39419	3104
927	39458	3061
928	39496	3018
929	39545	2976
930	39587	2933
931	39624	2891
932	39668	2848
933	39719	2806
934	39767	2764
935	39817	2722
936	39859	2679
937	39902	2637
938	39948	2595
939	39991	2552
940	40037	2510
941	40090	2468
942	40134	2425
943	40196	2384
944	40251	2342
945	40301	2300
946	40343	2257
947	40381	2214
948	40427	2172
949	40471	2130
950	40513	2087
951	40565	2045
952	40607	2002
953	40651	1960
954	40689	1917
955	40730	1874
956	40771	1831
957	40819	1789
958	40857	1746
959	40898	1704
960	40939	1661
961	40978	1618
962	41016	1575
963	41064	1533
964	41102	1490
965	41140	1448
966	41180	1405
967	41216	1362
968	41253	1319
969	41306	1277
970	41345	1234
971	41383	1192
972	41426	1149
973	41461	1106
974	41500	1064
975	41549	1021
976	41590	979
977	41630	936
978	41667	893
979	41701	851
980	41743	808
981	41794	766
982	41832	723
983	41870	680
984	41911	638
985	41950	595
986	41989	553
987	42035	510
988	42075	467
989	42113	425
990	42152	382
991	42191	340
992	42229	297
993	42271	255
994	42318	212
995	42359	170
996	42397	127
997	42437	85
998	42478	42
999	42517	0
