iter	Logloss
128	0.4066377988
129	0.4063771137
130	0.4058418662
131	0.4052587298
132	0.4050248818
133	0.4044270468
134	0.4040058984
135	0.4034069656
136	0.403274189
137	0.4029831844
138	0.4023894805
139	0.4022231886
140	0.4020478801
141	0.4016522936
142	0.4012287433
143	0.4009264661
144	0.4007244152
145	0.4004909953
146	0.4001608911
147	0.3999139979
148	0.39961904
149	0.3994367886
150	0.3992483568
151	0.3990424393
152	0.3988218306
153	0.3985537239
154	0.398426444
155	0.3980364068
156	0.3978338458
157	0.3974024148
158	0.3971128025
159	0.3965516896
160	0.396463491
161	0.3961342305
162	0.3959202603
163	0.3956328296
164	0.395285145
165	0.3952543178
166	0.3949540054
167	0.3947556465
168	0.3942654645
169	0.3938516304
170	0.3936909369
171	0.393541676
172	0.3934324695
173	0.392980726
174	0.3927393269
175	0.3924164322
176	0.3922863653
177	0.3921800319
178	0.3920672244
179	0.3919634015
180	0.3916551229
181	0.3912376904
182	0.390955892
183	0.390737047
184	0.3905983712
185	0.390386625
186	0.3901083869
187	0.3899560702
188	0.3897725757
189	0.3897253949
190	0.3894014452
191	0.389240486
192	0.388972538
193	0.3884779013
194	0.3880379233
195	0.3878759585
196	0.3877534393
197	0.3875471372
198	0.3874968591
199	0.3874571756
200	0.3872338394
201	0.3867923755
202	0.3864754855
203	0.3863375936
204	0.3861977851
205	0.3857848095
206	0.3856478789
207	0.3854919412
208	0.3853415448
209	0.3851176956
210	0.3849848253
211	0.3848557318
212	0.3845846672
213	0.3843415895
214	0.3843048934
215	0.3841338508
216	0.3839528481
217	0.3837141164
218	0.3836264549
219	0.3835026955
220	0.3833903489
221	0.3832696167
222	0.3830653634
223	0.3828998825
224	0.3827744447
225	0.382676816
226	0.3825041226
227	0.3824127235
228	0.382299093
229	0.3821070813
230	0.3817934212
231	0.381538502
232	0.3814254445
233	0.3812812806
234	0.38116907
235	0.381140948
236	0.3810056424
237	0.3808270867
238	0.380659539
239	0.3804051284
240	0.3802943687
241	0.3801550837
242	0.3800355654
243	0.3799182432
244	0.3798566652
245	0.3797956127
246	0.3796716176
247	0.3795242469
248	0.3794127475
249	0.3793574524
250	0.3792994978
251	0.3792404483
252	0.3790678516
253	0.3789305878
254	0.3788029036
255	0.3787090948
256	0.3786077095
257	0.3782120167
258	0.3781081633
259	0.3779887681
260	0.3778937687
261	0.3777761494
262	0.377609422
263	0.3774750294
264	0.3773693071
265	0.3772724454
266	0.3771647591
267	0.3769670383
268	0.3768738803
269	0.3766910699
270	0.3764691103
271	0.3763930083
272	0.3762685179
273	0.3762002679
274	0.3760580116
275	0.375856024
276	0.3756688372
277	0.375575138
278	0.3754788539
279	0.3753474117
280	0.3752533783
281	0.375232515
282	0.3751792915
283	0.3750900721
284	0.3749218247
285	0.3748758747
286	0.3747947856
287	0.3747637545
288	0.3745866861
289	0.3744790818
290	0.3741567093
291	0.3741105174
292	0.3737370231
293	0.3734617986
294	0.3731320352
295	0.3730234128
296	0.3729305312
297	0.3729110317
298	0.3727970789
299	0.3725169699
300	0.3724425202
301	0.3722903322
302	0.3722610588
303	0.3721175197
304	0.3719766796
305	0.371853575
306	0.3717116761
307	0.3716629261
308	0.3715711546
309	0.3714819143
310	0.3713866157
311	0.3712885111
312	0.3710852749
313	0.3708904856
314	0.3708031894
315	0.3706079847
316	0.3704946396
317	0.3704289718
318	0.3702985381
319	0.3701996985
320	0.3700183696
321	0.3699417582
322	0.3698944774
323	0.369781226
324	0.3697715523
325	0.3697164136
326	0.3696901849
327	0.3696710079
328	0.3696540935
329	0.369278198
330	0.3691854009
331	0.3690906756
332	0.3690648554
333	0.3689027537
334	0.3687587328
335	0.3687178323
336	0.368401599
337	0.3682736859
338	0.3680723992
339	0.3679519971
340	0.3678220417
341	0.3675578855
342	0.3673572754
343	0.3670847053
344	0.3670681832
345	0.3669181829
346	0.3667880726
347	0.3666822616
348	0.3665131099
349	0.3662957051
350	0.366262991
351	0.3662064255
352	0.3660563299
353	0.3659866302
354	0.3658988159
355	0.3656277649
356	0.3654774265
357	0.365357088
358	0.3653149253
359	0.3652728147
360	0.3652371169
361	0.365171091
362	0.3650508751
363	0.364985021
364	0.364759717
365	0.3647071355
366	0.3646308961
367	0.3645705097
368	0.3644014154
369	0.3643455296
370	0.3643138351
371	0.3642139927
372	0.3641239686
373	0.3640291754
374	0.3639894069
375	0.3639367947
376	0.3638884152
377	0.3637738113
378	0.3637185574
379	0.3635377068
380	0.3634686477
381	0.3632602506
382	0.3632038525
383	0.3630078241
384	0.3629041802
385	0.3626506993
386	0.3626164747
387	0.3625333033
388	0.362373093
389	0.3622429391
390	0.362162014
391	0.3618534492
392	0.3618043379
393	0.3617370856
394	0.3616997947
395	0.3615856075
396	0.3615146276
397	0.3614869788
398	0.3612392003
399	0.3609644829
400	0.3608866282
401	0.3608128533
402	0.3607574096
403	0.3606848382
404	0.3605100667
405	0.3603802324
406	0.3603520583
407	0.3602494373
408	0.3602329744
409	0.3600233239
410	0.3599949053
411	0.3599343104
412	0.3598545845
413	0.359722294
414	0.3594024799
415	0.3593254745
416	0.3592669847
417	0.3591525166
418	0.3591086643
419	0.3590255452
420	0.3589430581
421	0.3589200781
422	0.3587691041
423	0.3586093445
424	0.35852014
425	0.3581373379
426	0.3580933338
427	0.3580537225
428	0.3578944231
429	0.3578342208
430	0.3577820807
431	0.3577233857
432	0.3575844589
433	0.3574971309
434	0.3573497797
435	0.3572975901
436	0.3571833995
437	0.3571374548
438	0.3570928112
439	0.3570331747
440	0.3569659063
441	0.3568926204
442	0.3568576537
443	0.3568123466
444	0.3567506366
445	0.3567233981
446	0.3566828729
447	0.3566572811
448	0.356627236
449	0.3565740906
450	0.3564343081
451	0.3563986216
452	0.3563575601
453	0.3563205524
454	0.3560819223
455	0.3559913011
456	0.3559585049
457	0.3558828889
458	0.3557903224
459	0.3557501503
460	0.3557358056
461	0.3555917487
462	0.3555300734
463	0.3554976549
464	0.3554474664
465	0.3554103634
466	0.3553188595
467	0.3551332736
468	0.3550383366
469	0.3550176067
470	0.3549380233
471	0.3549212342
472	0.3548968943
473	0.3548370518
474	0.3548007673
475	0.354736412
476	0.3546650122
477	0.3546476913
478	0.35461641
479	0.3545860991
480	0.3544859984
481	0.3544272005
482	0.3544101969
483	0.354377618
484	0.3543068935
485	0.3542263657
486	0.3541826023
487	0.3540106891
488	0.3539942127
489	0.3539006691
490	0.353867757
491	0.353827002
492	0.3537925543
493	0.353727289
494	0.3536675344
495	0.3536254355
496	0.353504848
497	0.3534515722
498	0.3534121931
499	0.3533845441
500	0.3533685252
501	0.3532567402
502	0.3531168156
503	0.3531043287
504	0.3530874075
505	0.3530421956
506	0.3529880801
507	0.352956099
508	0.3528293151
509	0.3528093419
510	0.3527305369
511	0.3527081162
512	0.3526944703
513	0.3524719577
514	0.3524293294
515	0.3522356909
516	0.3521836665
517	0.3520095071
518	0.3519838252
519	0.3519489024
520	0.3518152445
521	0.3517956838
522	0.3517695084
523	0.3515583039
524	0.351526509
525	0.3515069308
526	0.3514751539
527	0.3514526207
528	0.3514325264
529	0.3512684179
530	0.3511417142
531	0.3509936564
532	0.3509811541
533	0.3509061635
534	0.350860188
535	0.3507949244
536	0.3507595232
537	0.3506887927
538	0.3506031357
539	0.3505687642
540	0.3505430167
541	0.3503806651
542	0.3502933514
543	0.3501698596
544	0.3501275568
545	0.3500933501
546	0.3498639126
547	0.3498044913
548	0.3497733445
549	0.3495690459
550	0.3493518404
551	0.3493283142
552	0.3492545086
553	0.3492234207
554	0.3489009513
555	0.3488747269
556	0.3487599347
557	0.3486998721
558	0.3486319904
559	0.3485803462
560	0.3484933769
561	0.3484699109
562	0.3484143741
563	0.3483373978
564	0.3482036341
565	0.3481712445
566	0.348131239
567	0.3480798337
568	0.3480172557
569	0.3479456704
570	0.3478986036
571	0.3478105421
572	0.3477437141
573	0.3476948168
574	0.3476742445
575	0.3476553474
576	0.3476245812
577	0.3476023928
578	0.3474968363
579	0.3474804567
580	0.3474171665
581	0.3473726486
582	0.3473187432
583	0.3471327838
584	0.3469415325
585	0.3466465743
586	0.3465636645
587	0.3465026205
588	0.3464754172
589	0.3463979121
590	0.346294895
591	0.3462669953
592	0.3461932314
593	0.3461745067
594	0.3460496326
595	0.345982782
596	0.3459402976
597	0.345927321
598	0.3459098545
599	0.3458595239
600	0.3457809299
601	0.3456799638
602	0.345658427
603	0.345588334
604	0.345569667
605	0.3453917013
606	0.3453721419
607	0.345299796
608	0.3451860355
609	0.3451659854
610	0.345028402
611	0.3450122426
612	0.3449588732
613	0.3449123564
614	0.3448803382
615	0.3447925389
616	0.3447681057
617	0.344634378
618	0.3445467038
619	0.3444699973
620	0.3441999987
621	0.3441048054
622	0.3440627801
623	0.3440099457
624	0.3439290278
625	0.3437636817
626	0.3437328214
627	0.3436442044
628	0.3436098212
629	0.3435732393
630	0.3435370314
631	0.3433351877
632	0.3432801242
633	0.3431996909
634	0.3431250361
635	0.3430686126
636	0.3429550358
637	0.342936043
638	0.342903163
639	0.3428820207
640	0.3428709792
641	0.3426454268
642	0.34260497
643	0.3424783709
644	0.3424565965
645	0.3423877051
646	0.342325875
647	0.3423085294
648	0.3421960481
649	0.3421581714
650	0.3419693679
651	0.3419412978
652	0.3418326866
653	0.3417107761
654	0.3416403339
655	0.3415597809
656	0.3415356515
657	0.3414199164
658	0.3413954691
659	0.3413623857
660	0.3411221868
661	0.3411120051
662	0.3410579009
663	0.340919864
664	0.3408593242
665	0.3408398527
666	0.3407785243
667	0.3407225485
668	0.3406644658
669	0.3406120899
670	0.3405994653
671	0.3405419325
672	0.3404362676
673	0.3404215571
674	0.340363311
675	0.3403223981
676	0.3402749805
677	0.3401781284
678	0.3401244926
679	0.3401058321
680	0.3400321365
681	0.3400093225
682	0.3399969652
683	0.3398939409
684	0.3397956793
685	0.3397761645
686	0.3397087829
687	0.3396490165
688	0.3396025651
689	0.3395655939
690	0.3394738345
691	0.339307157
692	0.3392812207
693	0.3392672539
694	0.3392039759
695	0.3390013681
696	0.3389451847
697	0.338869895
698	0.3388366601
699	0.3388224922
700	0.3387105199
701	0.3386351311
702	0.3386029576
703	0.3385407612
704	0.3385099618
705	0.3384891452
706	0.3384212161
707	0.3383997867
708	0.3383313609
709	0.3383224988
710	0.338267164
711	0.3382503119
712	0.3381601123
713	0.3381004062
714	0.3380643958
715	0.3378814525
716	0.3378618764
717	0.3377704574
718	0.3377134256
719	0.3376395287
720	0.3374901909
721	0.3374569382
722	0.3372965662
723	0.3372224138
724	0.3371026666
725	0.3370380451
726	0.3369371013
727	0.3368859863
728	0.3367457979
729	0.33654232
730	0.3364500401
731	0.3364218106
732	0.3363800575
733	0.3362628917
734	0.3362458326
735	0.3361940309
736	0.3361328633
737	0.336114679
738	0.336057826
739	0.3360184711
740	0.3359498556
741	0.3359364173
742	0.3359125914
743	0.335682353
744	0.3356450898
745	0.3356186687
746	0.3355923483
747	0.3355361678
748	0.3354368969
749	0.3354082223
750	0.3351516357
751	0.3351315396
752	0.3350769213
753	0.3350316855
754	0.3348697965
755	0.3348203914
756	0.3347095315
757	0.3346877826
758	0.334644994
759	0.3345791419
760	0.334550839
761	0.3344965888
762	0.3344707986
763	0.3344597817
764	0.3344408944
765	0.3343651344
766	0.3343461548
767	0.3343013945
768	0.334289274
769	0.334196329
770	0.3341709622
771	0.3341540745
772	0.3340948575
773	0.3340401598
774	0.334021264
775	0.3340101543
776	0.3339919587
777	0.3338970832
778	0.3338691508
779	0.3338200753
780	0.3337864025
781	0.3336237593
782	0.333556613
783	0.33349954
784	0.3334731454
785	0.3334265766
786	0.3333396938
787	0.333298216
788	0.3332637316
789	0.33314211
790	0.3330529174
791	0.3330413664
792	0.3329845269
793	0.3329498336
794	0.3329010092
795	0.3327722316
796	0.3327622292
797	0.3326047119
798	0.3325228019
799	0.3325106937
800	0.3324441363
801	0.332321466
802	0.3322629069
803	0.3322532918
804	0.3322339718
805	0.3322061358
806	0.3320746742
807	0.3320318746
808	0.3319650789
809	0.3319540028
810	0.3318821261
811	0.3318551341
812	0.3318355094
813	0.3316861049
814	0.3315927153
815	0.3315699473
816	0.3314264972
817	0.3313847333
818	0.3312766347
819	0.3312149712
820	0.3310761599
821	0.3309701893
822	0.3308250714
823	0.3307845661
824	0.3307505686
825	0.3307263278
826	0.3306605253
827	0.3306521832
828	0.3306256301
829	0.3305903838
830	0.3305704152
831	0.3305562717
832	0.330526602
833	0.3304494752
834	0.330407233
835	0.3302935241
836	0.330279322
837	0.3302245453
838	0.3301004664
839	0.3300506206
840	0.3299972363
841	0.3299495473
842	0.329926281
843	0.3298856216
844	0.3298697972
845	0.3298208795
846	0.3298024407
847	0.3297487459
848	0.3297289393
849	0.3296310687
850	0.3296208147
851	0.3294316805
852	0.3293785779
853	0.3293158152
854	0.3292568257
855	0.3291911573
856	0.3291301317
857	0.3291168913
858	0.3290781559
859	0.3290384307
860	0.3289674649
861	0.3289426957
862	0.328925758
863	0.328899643
864	0.3288880533
865	0.3288801679
866	0.3288437376
867	0.3287447363
868	0.3286715651
869	0.328603623
870	0.3285774526
871	0.3285657466
872	0.3283891993
873	0.3283204568
874	0.3283074789
875	0.3282107472
876	0.3281613688
877	0.3280948447
878	0.3280683902
879	0.3280203259
880	0.327990102
881	0.327875865
882	0.3278566866
883	0.3278204303
884	0.3278103624
885	0.3277719067
886	0.3276115788
887	0.3276022723
888	0.3275917561
889	0.327580527
890	0.3275283966
891	0.327483455
892	0.3274604215
893	0.3272890524
894	0.3272241423
895	0.3272078167
896	0.3271478124
897	0.327096214
898	0.3270020258
899	0.3269763402
900	0.3269283135
901	0.3268934023
902	0.3268786269
903	0.3268413569
904	0.3268246807
905	0.3268132722
906	0.3267976235
907	0.3267397482
908	0.3267038471
909	0.3266833621
910	0.3266728563
911	0.3265550166
912	0.3265110916
913	0.3264937167
914	0.3264814133
915	0.3264041932
916	0.326389767
917	0.326352268
918	0.3263413215
919	0.3263061273
920	0.326202328
921	0.3261813179
922	0.3261546588
923	0.3260021377
924	0.3259877752
925	0.3258186062
926	0.3256722725
927	0.3256416578
928	0.3255144646
929	0.3254796517
930	0.3254690946
931	0.3253330288
932	0.3253026848
933	0.3252490047
934	0.3252377979
935	0.3251961898
936	0.3251760207
937	0.3250977082
938	0.3250293725
939	0.3249780133
940	0.3249459727
941	0.324920535
942	0.3247837119
943	0.3247567521
944	0.3246901364
945	0.3246693092
946	0.3246519345
947	0.3246265688
948	0.324573688
949	0.32452741
950	0.3245050755
951	0.32447952
952	0.3244648462
953	0.3243505286
954	0.3243213962
955	0.3242539238
956	0.3242089286
957	0.3241668366
958	0.3241179483
959	0.3240814707
960	0.3240203912
961	0.3239872684
962	0.3239606201
963	0.3239302633
964	0.3238459231
965	0.3238020327
966	0.3237605426
967	0.3237429987
968	0.3236925205
969	0.3236538496
970	0.3236059131
971	0.3233855185
972	0.3233724042
973	0.3233656155
974	0.3232956511
975	0.3232478091
976	0.3232261833
977	0.3232164012
978	0.3230452181
979	0.3230296262
980	0.3230086439
981	0.3229146588
982	0.3228790961
983	0.322865148
984	0.3228203369
985	0.3225829895
986	0.3225461139
987	0.3225113919
988	0.322483919
989	0.3224628068
990	0.3224410614
991	0.3224111391
992	0.3223615845
993	0.3223353116
994	0.3222841511
995	0.3222716999
996	0.3222190811
997	0.322207775
998	0.3221588843
999	0.3221127638
